proposal_id,voting_power,ARB_snapshot_block
0xa06500740b56c647f25bd3edba80bf05b00140afe99d6b0d27c0f1dc93287901,703527.2960788487,407242379
0x12bad84219d04c54cd72231ad8fe883499e85c14762919a06aaa7a251d64b8da,696006.7420788486,404725381
0x0a3a7b84c7c01cc0feb8a7fad662cbf1f5aeb1b089b205ce412e2bc01d99c504,696006.7420788486,402232858
0x2253b8cdf0d483adf4dd1e9c4a9f473184a51a0ee3e8e826371c203f376edbc6,696006.7420788486,402232221
0x4a96a91d162975de0d402b83ca8b8a24e808ca357150120fc0d44ae0bf1cc4a5,696105.7420788486,399883901
0x23702e34d0ffdabe6e17315f81daaf4119a36d108326473a6e063a35da5ba281,696105.7420788486,397377564
0x44dedacbdae958904427db9ee93065917f57f50b71b4e87a94a318de18df399b,698071.5700808687,392608038
0xb9e775ba4f1fa8cdc8e45c342428c3dabff7f19ce7b8cc4bde7cc6c8e542d963,702557.9333663491,390233909
0xdfdf56e53e2a77968c2c124be9210a5f33cb2261cca00e1d6b04f8bb6dfa626d,702557.9333663491,390130115
0xc5f06144fa92aaff99e0e44482ab6f7a3f6486dfb6c854d16271399ffcf895e6,702557.9333663491,387744004
0x15d7bef4adb076e13fbbc0941543eb93cff9512e2c83ada0498ef1df290c67a5,707531.9690128214,382940332
0xb41324ddcc115d08149b192e0b8ae4cfad0ef39cecb5663ea63d8a460d2cb3cc,701027.3995256538,375741873
0xb1a39a0b7543e03cbb7aca0213448f4fbed4cbf1157fcb1b2458540fb452bc73,701027.3995256538,375739231
0x33754da4006d0ef38666ec5d5e85fd0966a891a594ab9dc21f23beedea2d330b,700928.3995296445,373255749
0x008f190725018c3db0e6464bf31d44f09a4d7773fd1486dff0c52c27b8aba289,96937.5662156077,363598966
0x95a85f5d3d82215793ba9771ff06610d2ba9e2eaf58cdba904d7a9cb5b8bdc94,96838.56591161893,361124017
0xd5a66f784523841511f7ffec4171b9c14404fdbf7c205086312084d19c95c193,96838.56591161893,360880355
0xd3d164905fee7dfd8516db6150a97f7f91cf6f9377f614fa6a82333c4fb20546,96838.56591161893,358809105
0xc08147e229fa642ee7da2e5180f225122b8c517024902f21cdcd02b376179b8d,96838.56591161893,356326070
0x586de5bf366820c4369c041b0bbad2254d78fafe1dcc1528c1ed661bb4dfb671,96838.56591161893,356341477
0x320cd2a99a0544184c06e1bd305aab1fc226ab0b498e077bc857a07045194f43,96838.56591161893,355947208
0xeb044e3bdeba71e74dea02abeab4c33fe4bf5ab9def50082863702d5e2112b93,96860.05938273601,349029783
0xfab795313df4ef1023c5f7f9027857637cc3841d62dc0b54796fbfa5f8096919,96860.05938273601,349004435
0x65b2b835f03bc18aa401b88702145e6b7686e8d7ddddfd956837251f8a7a7da1,96860.05938273601,346604790
0x38663c36b26252acff6c6ca43663167858f51f960235dc0441bd2ad4a8f66fb1,96860.05938273601,346692962
0xfd373c58adbb013a05c778b71ccffb19e5bbefb8a100232f67eced33c58e22f7,99363.27851875202,344236413
0x1de2707ab4cf792721544a8f82eee98535c16ce437ba2ac95a78c85c20b6d8b0,99363.27851875202,341877679
0x9ea3f5ef5b6c838ffc24430bb927baa13bf25dcf5f444358e89f0958bb41a5e7,99363.27851875202,341817424
0x2d4089d72617eb137d6ee7ab9ae9efbe3cd1e0fcff48df24b926ce6259b734d3,109127.45951875202,339367811
0x0b62de171fbff7a81833f9ebb44b9747189264d7a2cf95e3446223b1c413d2b0,98738.36951875202,337072620
0xbb7500b713ccf4eff3f2dcb61e3c9d8db5ed5628a4b2f891656a0c0de98907bd,99384.66568813765,331490838
0xd67d17db3bd230b163ce1f791d8712812446bced14ef2de875fd01ab3e2be3d6,99384.66568813765,331482659
0x7689f957c8cc37e991c7bed0f1d3dd3f6024a921b0bfbae5c897a09ab45c538b,107684.66568813765,320177913
0xdd38e103e337b9e02a9d9ac73c2587db5be6cfb46506e13c0e897f7331895cf4,107684.66568813765,320202405
0x9d13c56f911796a578812959f775092b3644901be17738a2d41c516d8a8f2e9b,107684.66568813765,320204758
0xb422848b0f53f9077444b922d553618e331f9abe7539ae4566ff84364d0fbd3c,107684.66568813765,320191624
0xf9fd09839ad10b0bb16c97a1cc4618270ed4145a38561da35ac4afe84516a107,95578.36335987017,317743173
0xdb22a77942eddfea9c826790ac03c3e54a34716c0a9bde846399cffe6046d256,95578.36335987017,317746456
0xc37793b67f39a6af9e9434003205b1d9b67dd6f75638329045257be823da4f18,95578.36335987017,312987555
0x7cc26491a070c74c1a4ec5a9892571d31eb690015936a35b52c0d3a97bd5497f,91143.31608851578,308169343
0xebbcad364ae7f02797b9cd7f30c668907d479d4bb5ba7f5d775849822297a01d,91143.31608851578,308197943
0xab1a7ff1a294882315f3beaa77fa0d4b2ec68633792046b941714108209ce737,91143.31608851578,305772437
0x45513bb63946582432afa7213bcb2677e877dabbd5722210efd5eaf45797031c,76143.3156746785,303324753
0xbd77b4faf99e06c7b4117e5dafaf5bb8f873bcffbb5c9d414a7ff745b6849f3a,82143.3156746785,301065864
0x6baef084d47cb0e0f5788449e0d6fafd6312a69f65b550d62d5b6772297b8695,81998.09496634033,298602250
0x959fb55d9887a68d3df6647e55010692777cc40e5c9b131dfdb3eedb8970dc6a,81998.09496634033,298396849
0x2bc8e69eb65f3b2127072242ca317f51578db014019e22e8b370254e0566a4cf,56184.17598491852,296176967
0xe52ab17d41249186c4dc54afdb481e120572102ad222d4e2af13a92791d72344,56184.17598491852,295714831
0x7241843c0a1ab87a5703335f28bb34ba190e31a9c294fc4d977116eaeb25f1db,56184.17598491852,295714483
0x0ce496fc0e16be46842dff38be15b831cde3099b7ce1e90ee3c941f5adb6aaee,56184.17598491852,295713856
0x3defa5cd5570092ed229d56a5a5fc77c7f7de30eb92c8f21834a53c103936f8f,56184.17598491852,295713240
0xcbf1ea37e0665a44f7b880736333984d3e0672e93231df5ab0d2a8a5b844a73d,56085.17544550921,293754144
0xf5fdce242b85134153397754d25a43a49611a3e8a1c73b2e11a67e864c56e022,52236.84741189119,283805123
0x8298874cdf0e0a1849cc02eefd3bc7d94c6868c560774df963318a5edd39a53f,52236.84741189119,284109105
0x04c5984e2e2b8270a793bfb1bbe35c2c8a360429e2e1a5e72a3917215c51144d,52236.84741189119,284080421
0x052d7e9872192f46bfb4e0a2aabd07035d0842811ca1c82d654307b5d96e2e25,52236.84741189119,281268833
0xb5bbd23c20a480dc46f750112b6cc8f1d1825e40cdd0fc12f4ac3642b18f6740,52236.84741189119,281310475
0xc22debaecd252e2eccfa2b561345f091998d20740865ea6a39414f34fde52de2,52236.84741189119,281659823
0x4959a33604c4fb590dc4326845bd011f7c202bcd6e43c2acc458548c644a567b,52236.84741189119,281656670
0xfbc7855075da7b93d7c95354e9b2adf848099562afcafa42fa7b7f6fa6e7804b,52236.84741189119,281654280
0x86726ba9eb29df278cc5597290980f494329f524b0180759009a52ef11d4ca1f,52236.84741189119,281647161
0x107fc8aecc6054725266830cd9097b7ff71f632c708c5ca39e58c5be88f46f14,52236.84741189119,279393868
0x6f6ad0d74853f8d37a53bbb49c9747072b5e21d885391f5d2d4c41663dca516c,52236.84741189119,279620105
0xf922eb584e616475100222fba40b0d6574ffc113bbb5b92b76e40bb2a91e45dc,52235.94729789317,277292669
0x76ebc8056e283411cfed5cefad171e245b56fe3bc3d36d702244aab3faae689c,52235.94729789317,276205514
0x6065f661e3f2a5673284d3d5801dfa0126218c1840215426b576effc19fcc107,52235.94729789317,274520639
0x2e701a942a8ed6f9ec8302cea866ab08648eeef0d07170814e3a3c3eb4e48415,52235.94729789317,269718307
0x63dd46900098540b321d48dc1bdcc09cc8cb7cb0dcc85ceb81dceac812b86e06,52235.847297893175,264974708
0x7434c3c10da39c52503edf0080337b7fad3f7e33e87dac952f7bfa7c111e99ba,52235.847297893175,264973442
0xc9fc6b61c7e13a4645937937600397e496a3f4703a8f4d00e11c0f641d86ce9f,52235.847297893175,264746400
0xe41fa9b0999dbd9276f7e4474e575883717020128b80dc6bd27b75ba5bd6420c,52235.847297893175,264814680
0xdfe7bf7e5bc227fc06765f37d9d9ecd1371e637b93b574ae4cc4c1d345cd648f,52335.847297893175,262494680
0x817ca6edf6d7e5c9fd5c9839cdd266c600054a443169fdb577bc7567f70073f0,52335.847297893175,262462036
0x23985f3bb58758f0f43c5248085f6b7f1783c8e205604262336d043558aeca0c,100,257687411
0x7232f2c1d1da127cb65ee6036fc52ed6fc02540aaf6cf79a3045b6031e819a35,100,257689218
0xaa831b9306c3ec4f4a9b9731e7c445e540e5a24461a79f1166cb8dcdfa692d09,100,257409990
0x852b7e7bc83db6c3628695816647bdeb9825d10e445a71dcc94e651b2f8a71b9,100,255139955
0x1326cb522a74b29fb12d52bb302b245180c2b8f6e1fe8f295c4447bd96a5bacd,100,255275216
0x8f242363dbc69d640799b461b27ba7b957ab13af87389b699639ba335b8b5e91,100,252903863
0x41bc78325225705741c2eaebd9352bde74c2b28867e1a7321ccab0fa8fd5c2b7,100,254837206
0xffe9bb38228fdaf3d121140856fd2d51c2ca7f8e0d1021c07e791cebb541129a,100,252743759
0xd05fe5e629072098183d454fb5084715a19d5b3285af2b87c3dad7b61d614954,100,252873424
0x785e8ed145d34ab4c9fea725cf0ce31267f90bc2ed4423e6e718c5e736e84c06,100,252556661
